rider_id,gps_accuracy_meters,accelerometer_variance,gyroscope_variance,wifi_ssid_count,is_spoof
1731,181.9,0.075,0.038,1,1
1732,18.6,2.325,0.793,3,0
1733,8.8,1.745,0.469,9,0
1734,11.1,2.491,2.413,14,0
1735,119.2,0.036,0.028,1,1
1736,6.6,2.325,0.404,14,0
1737,242.1,0.063,0.025,1,1
1738,8.1,1.158,0.867,6,0
1739,9.7,2.002,1.605,12,0
1740,9.3,1.0,2.278,6,0
1741,14.8,2.539,1.41,11,0
1742,18.5,1.807,2.024,9,0
1743,14.0,1.067,2.309,3,0
1744,10.5,2.063,0.798,6,0
1745,103.0,0.078,0.022,2,1
1746,13.5,0.705,1.748,8,0
1747,3.1,0.773,1.097,4,0
1748,154.0,0.034,0.062,1,1
1749,2.7,0.774,1.881,4,0
1750,10.2,0.598,1.284,3,0
1751,227.5,0.03,0.065,1,1
1752,7.6,1.667,0.424,11,0
1753,8.9,1.924,1.176,13,0
1754,18.4,1.768,0.572,11,0
1755,17.1,2.783,2.041,6,0
1756,14.0,2.422,1.102,10,0
1757,6.8,2.96,1.799,14,0
1758,134.6,0.064,0.013,2,1
1759,2.3,0.711,2.071,13,0
1760,3.9,2.889,2.266,9,0
1761,7.3,0.51,2.159,7,0
1762,11.9,2.44,1.417,12,0
1763,3.2,0.578,0.576,4,0
1764,4.5,2.403,1.181,11,0
1765,5.3,2.845,1.291,9,0
1766,13.4,1.473,2.417,6,0
1767,263.8,0.041,0.048,1,1
1768,11.9,1.066,1.746,4,0
1769,266.4,0.038,0.019,1,1
1770,8.7,0.927,1.593,5,0
1771,100.6,0.048,0.045,2,1
1772,6.1,1.421,0.915,3,0
1773,18.2,1.308,0.524,7,0
1774,19.6,1.653,1.915,12,0
1775,13.7,1.856,2.182,5,0
1776,18.5,0.855,1.265,9,0
1777,13.6,2.269,1.553,9,0
1778,2.6,2.707,1.045,12,0
1779,19.9,1.195,1.345,14,0
1780,3.8,0.951,0.839,7,0
1781,14.3,2.401,1.996,11,0
1782,6.6,0.959,1.433,13,0
1783,9.1,0.603,1.549,12,0
1784,13.6,2.048,0.478,10,0
1785,160.1,0.075,0.034,2,1
1786,6.5,0.93,0.826,13,0
1787,8.0,2.954,1.205,8,0
1788,8.1,1.23,1.267,10,0
1789,158.0,0.016,0.024,1,1
1790,16.4,0.946,0.878,4,0
1791,10.3,2.547,2.185,7,0
1792,5.6,1.755,1.298,10,0
1793,16.6,0.696,1.685,4,0
1794,4.8,2.334,1.689,4,0
1795,152.5,0.043,0.076,1,1
1796,175.5,0.018,0.077,2,1
1797,17.8,2.314,2.128,6,0
1798,4.4,1.613,2.106,6,0
1799,68.6,0.072,0.049,2,1
1800,10.9,2.285,1.735,8,0
1801,7.0,0.567,0.616,14,0
1802,12.2,0.947,0.591,9,0
1803,10.1,1.678,1.408,9,0
1804,9.8,2.834,2.29,14,0
1805,4.0,1.355,1.765,7,0
1806,267.5,0.02,0.023,2,1
1807,122.5,0.016,0.051,1,1
1808,17.9,2.278,1.352,7,0
1809,6.2,2.008,1.242,6,0
1810,50.5,0.077,0.075,2,1
1811,221.3,0.049,0.036,1,1
1812,12.9,0.866,1.532,3,0
1813,212.6,0.068,0.02,1,1
1814,295.8,0.043,0.059,2,1
1815,14.2,0.891,2.19,12,0
1816,14.8,2.302,1.187,7,0
1817,18.8,2.313,2.376,3,0
1818,3.2,2.207,2.091,11,0
1819,5.5,1.069,2.187,9,0
1820,229.8,0.04,0.056,1,1
1821,17.6,2.166,2.368,13,0
1822,16.3,0.966,0.904,7,0
1823,12.3,2.154,0.668,10,0
1824,3.5,1.731,1.851,13,0
1825,133.2,0.074,0.01,2,1
1826,7.4,1.251,1.088,4,0
1827,12.1,2.869,1.837,9,0
1828,6.6,1.77,0.53,8,0
1829,3.3,1.903,0.499,14,0
1830,15.2,2.873,1.144,10,0
1831,7.4,2.135,0.807,11,0
1832,10.1,2.895,1.909,9,0
1833,4.3,0.766,2.391,10,0
1834,16.4,2.617,1.789,14,0
1835,12.2,1.339,1.775,12,0
1836,288.2,0.079,0.07,2,1
1837,10.9,2.639,1.476,9,0
1838,18.9,1.179,2.116,3,0
1839,18.1,1.522,1.774,7,0
1840,12.4,2.315,0.878,12,0
1841,18.8,0.748,2.182,7,0
1842,7.8,2.389,2.425,6,0
1843,141.3,0.053,0.056,1,1
1844,2.8,2.786,0.835,9,0
1845,12.6,1.191,1.111,10,0
1846,15.0,1.939,0.533,7,0
1847,255.3,0.074,0.024,1,1
1848,4.7,1.174,2.352,14,0
1849,10.0,1.51,1.73,11,0
1850,5.2,1.718,2.005,5,0
1851,13.9,0.5,1.804,5,0
1852,4.8,2.722,1.192,6,0
1853,133.9,0.07,0.01,2,1
1854,6.2,2.434,2.156,4,0
1855,7.2,1.676,2.101,10,0
1856,17.3,1.81,0.57,4,0
1857,10.3,1.021,1.371,6,0
1858,2.4,2.018,1.234,4,0
1859,10.9,1.843,1.979,11,0
1860,3.5,0.911,1.453,6,0
1861,19.7,1.095,1.134,7,0
1862,12.6,0.667,1.883,11,0
1863,6.6,0.666,1.395,4,0
1864,12.1,0.534,0.939,6,0
1865,3.4,1.051,2.27,8,0
1866,16.4,2.199,0.637,3,0
1867,18.7,1.291,0.438,3,0
1868,62.2,0.048,0.078,1,1
1869,233.4,0.076,0.063,2,1
1870,7.9,1.939,1.53,6,0
1871,2.6,1.355,1.712,7,0
1872,13.7,2.191,1.342,7,0
1873,11.6,2.354,0.829,11,0
1874,10.3,1.962,0.678,7,0
1875,18.3,1.19,1.434,4,0
1876,5.0,1.772,1.588,9,0
1877,2.2,1.13,1.038,12,0
1878,3.3,2.757,0.863,11,0
1879,6.0,2.416,0.569,9,0
1880,2.6,1.733,0.455,10,0
1881,11.1,2.914,0.622,12,0
1882,7.7,1.867,1.958,5,0
1883,5.2,1.321,1.122,13,0
1884,15.5,0.739,0.458,11,0
1885,5.7,1.859,1.467,9,0
1886,14.4,2.651,1.526,12,0
1887,8.3,2.667,1.3,6,0
1888,11.2,2.011,0.632,14,0
1889,18.8,1.484,1.985,12,0
1890,2.7,2.126,1.847,9,0
1891,137.6,0.025,0.036,1,1
1892,134.7,0.072,0.04,1,1
1893,12.6,1.691,0.727,12,0
1894,7.0,2.202,1.982,9,0
1895,9.2,2.692,1.659,5,0
1896,14.2,2.478,0.58,4,0
1897,229.0,0.032,0.048,1,1
1898,2.7,0.811,2.297,13,0
1899,3.3,2.632,1.35,8,0
1900,7.9,2.585,1.082,5,0
1901,6.2,1.472,1.752,12,0
1902,6.8,1.961,0.826,14,0
1903,6.0,2.765,1.5,13,0
1904,5.5,2.779,1.806,4,0
1905,130.5,0.012,0.06,2,1
1906,79.5,0.065,0.022,2,1
1907,4.6,2.326,1.207,10,0
1908,5.7,0.753,2.012,5,0
1909,6.4,2.735,2.287,6,0
1910,18.8,0.873,1.403,4,0
1911,15.6,2.156,0.409,10,0
1912,16.2,2.026,2.25,8,0
1913,3.9,2.442,0.747,11,0
1914,17.1,1.879,0.665,10,0
1915,9.3,0.649,1.046,6,0
1916,6.7,2.265,1.198,10,0
1917,151.1,0.075,0.024,2,1
1918,16.8,1.301,1.217,13,0
1919,16.0,2.979,0.503,11,0
1920,256.0,0.025,0.013,1,1
1921,18.7,2.277,1.81,6,0
1922,82.6,0.047,0.079,2,1
1923,9.6,2.425,1.238,3,0
1924,2.3,2.38,0.581,4,0
1925,17.8,2.143,1.561,4,0
1926,4.8,2.994,0.654,13,0
1927,17.5,1.649,0.436,11,0
1928,7.9,2.265,2.035,8,0
1929,8.6,2.494,1.247,5,0
1930,2.7,1.44,1.503,6,0
1931,188.6,0.062,0.071,1,1
1932,83.1,0.033,0.049,1,1
1933,2.5,0.581,0.507,9,0
1934,9.3,1.338,0.931,10,0
1935,2.6,1.716,0.808,3,0
1936,8.7,0.504,2.453,11,0
1937,62.3,0.02,0.04,2,1
1938,6.5,1.216,1.348,3,0
1939,17.8,1.144,0.533,3,0
1940,9.8,2.551,0.643,10,0
1941,6.9,1.195,2.107,5,0
1942,12.6,2.144,2.385,8,0
1943,144.7,0.037,0.027,1,1
1944,6.7,2.481,2.312,13,0
1945,11.8,2.455,1.199,4,0
1946,6.3,0.722,0.849,4,0
1947,214.5,0.042,0.052,1,1
1948,118.7,0.062,0.058,1,1
1949,15.9,0.59,1.385,3,0
1950,19.1,1.751,2.148,8,0
1951,4.1,1.487,0.875,14,0
1952,8.0,1.893,1.825,11,0
1953,161.4,0.024,0.058,2,1
1954,4.7,1.714,0.588,13,0
1955,16.6,1.337,0.68,8,0
1956,15.7,0.988,2.099,6,0
1957,10.7,2.123,1.777,7,0
1958,11.7,2.184,0.749,3,0
1959,3.1,2.573,1.208,5,0
1960,12.0,2.687,2.004,13,0
1961,16.2,2.261,1.0,8,0
1962,12.3,2.219,2.335,4,0
1963,6.8,0.642,2.321,3,0
1964,14.0,0.774,1.561,3,0
1965,8.5,2.531,1.727,3,0
1966,11.8,1.082,1.772,12,0
1967,10.8,1.389,0.943,12,0
1968,8.9,0.863,1.167,14,0
1969,14.9,0.988,0.685,3,0
1970,17.9,2.439,2.342,8,0
1971,172.8,0.067,0.01,1,1
1972,18.8,1.623,0.497,6,0
1973,11.2,0.879,1.554,6,0
1974,14.6,2.195,1.12,6,0
1975,17.4,2.321,2.112,10,0
1976,10.4,1.404,1.122,9,0
1977,17.0,2.462,1.753,7,0
1978,5.2,1.1,0.748,9,0
1979,4.9,2.23,1.573,10,0
1980,13.8,2.325,1.017,12,0
1981,17.7,2.922,0.746,10,0
1982,18.1,1.081,1.7,13,0
1983,13.6,0.734,1.741,9,0
1984,11.5,1.158,2.465,9,0
1985,8.0,0.807,1.805,11,0
1986,19.6,0.924,1.483,13,0
1987,7.8,1.335,2.317,7,0
1988,15.4,1.535,2.139,10,0
1989,260.3,0.045,0.059,2,1
1990,13.0,0.989,1.474,14,0
1991,9.1,2.929,2.378,10,0
1992,19.4,2.525,1.696,3,0
1993,12.3,2.704,1.899,11,0
1994,18.9,2.824,0.582,3,0
1995,2.1,2.383,1.908,10,0
1996,254.7,0.073,0.071,1,1
1997,14.9,1.595,0.643,6,0
1998,50.6,0.05,0.018,1,1
1999,18.3,2.831,1.852,12,0
2000,2.1,1.446,1.256,9,0
2001,2.0,0.605,1.306,12,0
2002,153.5,0.041,0.063,2,1
2003,2.5,1.933,0.42,11,0
2004,214.0,0.03,0.068,1,1
2005,6.0,0.689,0.712,10,0
2006,10.5,2.053,1.286,10,0
2007,263.1,0.017,0.029,2,1
2008,11.4,2.758,0.641,5,0
2009,8.8,0.775,0.593,12,0
2010,2.8,2.608,2.294,7,0
2011,62.2,0.036,0.06,2,1
2012,207.1,0.039,0.017,1,1
2013,19.8,1.088,0.567,7,0
2014,5.7,1.333,1.838,7,0
2015,260.5,0.05,0.055,2,1
2016,19.8,0.829,1.921,14,0
2017,16.3,1.593,1.249,8,0
2018,113.8,0.07,0.046,1,1
2019,19.4,2.638,1.858,8,0
2020,10.8,0.612,0.498,9,0
2021,14.5,1.39,1.094,11,0
2022,101.3,0.042,0.069,2,1
2023,167.0,0.032,0.042,1,1
2024,290.6,0.071,0.04,1,1
2025,11.1,2.738,0.567,3,0
2026,223.2,0.061,0.075,2,1
2027,156.1,0.031,0.075,2,1
2028,6.6,2.45,0.595,5,0
2029,55.2,0.022,0.012,2,1
2030,10.3,1.279,1.696,4,0
2031,5.8,2.779,2.374,7,0
2032,17.6,1.507,2.165,3,0
2033,9.5,2.085,2.381,7,0
2034,15.5,1.56,2.429,13,0
2035,11.9,1.569,1.326,10,0
2036,8.9,1.867,1.425,11,0
2037,16.6,1.39,0.991,12,0
2038,12.5,2.482,1.468,8,0
2039,9.0,2.084,0.717,6,0
2040,4.0,2.224,1.81,5,0
2041,18.1,1.078,0.452,10,0
2042,2.6,2.924,0.895,14,0
2043,17.5,2.15,0.837,4,0
2044,189.2,0.03,0.044,2,1
2045,13.5,2.376,0.704,9,0
2046,18.6,0.934,2.271,4,0
2047,4.7,0.658,0.661,4,0
2048,137.2,0.019,0.021,1,1
2049,15.8,1.884,1.072,3,0
2050,96.4,0.073,0.029,2,1
2051,11.5,1.371,2.496,10,0
2052,175.0,0.053,0.057,2,1
2053,15.6,1.213,0.825,6,0
2054,135.3,0.07,0.019,1,1
2055,15.7,2.981,1.956,14,0
2056,8.4,1.256,2.463,11,0
2057,19.9,2.201,1.873,4,0
2058,9.8,1.079,1.58,7,0
2059,2.4,1.875,1.259,4,0
2060,59.7,0.067,0.011,1,1
2061,231.4,0.021,0.061,1,1
2062,4.2,1.582,0.857,10,0
2063,7.1,1.96,1.81,12,0
2064,3.0,2.862,0.829,8,0
2065,14.4,2.973,1.429,7,0
2066,3.3,0.754,0.946,7,0
2067,5.7,2.586,1.057,11,0
2068,3.7,1.455,1.689,4,0
2069,3.1,1.987,0.535,3,0
2070,6.8,1.438,0.425,8,0
2071,12.3,1.503,0.674,10,0
2072,19.4,0.897,0.754,10,0
2073,17.8,1.932,0.816,8,0
2074,233.1,0.041,0.055,1,1
2075,5.2,0.973,1.338,5,0
2076,6.8,1.854,1.387,4,0
2077,3.4,2.933,1.753,4,0
2078,16.0,2.286,1.931,4,0
2079,204.7,0.078,0.073,2,1
2080,12.0,2.79,2.199,12,0
2081,6.5,1.938,2.476,11,0
2082,6.4,0.838,0.656,12,0
2083,260.2,0.026,0.048,2,1
2084,100.8,0.014,0.076,2,1
2085,17.1,2.419,0.503,14,0
2086,12.3,2.918,0.999,10,0
2087,17.7,1.402,2.177,14,0
2088,121.6,0.034,0.053,1,1
2089,19.0,1.554,1.336,7,0
2090,164.7,0.046,0.037,2,1
2091,12.7,2.485,1.379,10,0
2092,14.4,2.044,1.053,7,0
2093,9.1,0.66,2.243,11,0
2094,17.8,2.597,1.593,8,0
2095,19.6,0.968,1.416,9,0
2096,10.9,2.948,1.377,3,0
2097,9.0,1.442,2.365,10,0
2098,10.5,2.041,1.92,9,0
2099,17.3,0.695,0.704,9,0
2100,13.6,1.362,1.318,9,0
2101,65.0,0.014,0.053,2,1
2102,270.9,0.04,0.062,1,1
2103,172.7,0.028,0.034,2,1
2104,131.2,0.025,0.036,2,1
2105,7.9,2.821,1.264,11,0
2106,10.5,2.957,1.075,9,0
2107,16.4,1.635,1.659,9,0
2108,2.8,1.913,0.875,13,0
2109,4.9,2.587,0.476,14,0
2110,169.5,0.028,0.054,2,1
2111,6.1,2.654,0.995,8,0
2112,8.1,1.98,1.131,12,0
2113,20.0,2.314,2.152,10,0
2114,16.9,0.7,0.967,7,0
2115,17.9,2.415,0.466,14,0
2116,18.9,1.277,2.04,14,0
2117,131.3,0.017,0.042,2,1
2118,7.3,1.773,1.434,7,0
2119,6.2,1.187,0.998,4,0
2120,121.6,0.015,0.047,2,1
2121,162.0,0.052,0.079,2,1
2122,170.5,0.076,0.013,1,1
2123,158.3,0.066,0.055,1,1
2124,11.1,2.123,1.544,6,0
2125,11.5,2.029,0.983,12,0
2126,18.0,2.219,0.469,9,0
2127,8.9,0.596,2.5,11,0
2128,18.4,1.229,2.0,13,0
2129,9.9,2.773,1.111,14,0
2130,15.4,1.56,0.44,4,0
2131,18.7,2.902,1.743,10,0
2132,18.3,1.034,2.472,10,0
2133,3.0,2.994,1.885,13,0
2134,5.7,2.244,0.576,10,0
2135,10.6,2.441,1.245,11,0
2136,187.0,0.068,0.075,2,1
2137,13.5,2.768,2.316,12,0
2138,19.0,1.864,1.094,9,0
2139,4.0,2.202,1.94,7,0
2140,245.8,0.061,0.027,2,1
2141,5.5,2.079,0.67,9,0
2142,18.1,2.698,1.827,12,0
2143,19.4,0.946,2.171,12,0
2144,10.6,2.344,0.823,9,0
2145,64.3,0.077,0.025,1,1
2146,16.1,2.816,1.701,4,0
2147,14.5,2.957,2.072,6,0
2148,252.9,0.077,0.035,2,1
2149,107.1,0.064,0.015,1,1
2150,19.6,2.146,1.54,6,0
2151,113.0,0.06,0.049,1,1
2152,12.2,1.706,2.223,9,0
2153,7.4,1.179,1.629,8,0
2154,12.5,1.683,2.491,6,0
2155,9.9,0.546,0.621,10,0
2156,7.4,0.629,1.405,8,0
2157,199.9,0.031,0.055,2,1
2158,293.9,0.016,0.067,1,1
2159,5.6,1.9,2.443,4,0
2160,54.3,0.017,0.015,2,1
2161,12.8,2.117,1.135,8,0
2162,13.0,2.711,0.848,11,0
2163,9.0,1.193,1.005,14,0
2164,9.6,2.58,1.613,11,0
2165,218.3,0.062,0.041,1,1
2166,224.2,0.012,0.065,1,1
2167,19.8,1.438,2.099,5,0
2168,9.9,1.769,0.531,5,0
2169,13.7,2.329,2.153,12,0
2170,2.9,1.218,0.977,5,0
2171,193.4,0.067,0.064,1,1
2172,17.3,2.211,1.2,7,0
2173,19.0,1.432,1.598,7,0
2174,20.0,0.743,2.072,10,0
2175,7.1,0.953,2.478,12,0
2176,12.4,1.719,1.043,14,0
2177,10.1,1.737,1.563,10,0
2178,12.1,2.419,1.379,10,0
2179,4.8,2.315,2.498,11,0
2180,52.4,0.036,0.015,1,1
2181,18.4,1.987,1.234,8,0
2182,10.1,0.552,1.401,4,0
2183,201.6,0.023,0.011,2,1
2184,4.5,2.41,1.986,8,0
2185,78.8,0.039,0.065,2,1
2186,7.6,2.589,2.426,14,0
2187,18.4,2.94,1.588,14,0
2188,14.1,2.018,1.808,7,0
2189,13.6,0.863,1.337,9,0
2190,12.1,1.449,1.679,14,0
2191,2.8,0.524,1.132,14,0
2192,18.8,2.007,1.949,3,0
2193,13.3,2.554,0.448,9,0
2194,19.9,2.075,0.46,13,0
2195,69.5,0.059,0.02,2,1
2196,224.0,0.029,0.05,1,1
2197,225.1,0.022,0.017,2,1
2198,13.4,1.167,1.926,14,0
2199,15.8,2.678,2.13,6,0
2200,16.0,2.135,1.16,11,0
2201,15.9,1.224,0.627,14,0
2202,6.1,2.968,2.359,4,0
2203,19.6,2.875,2.371,11,0
2204,19.9,1.936,1.328,10,0
2205,3.4,2.608,0.856,6,0
2206,18.9,1.154,2.274,14,0
2207,7.2,1.54,1.888,4,0
2208,14.4,0.96,0.417,8,0
2209,272.5,0.062,0.031,2,1
2210,19.4,1.74,2.465,4,0
2211,3.8,1.032,0.48,10,0
2212,11.0,2.182,0.993,11,0
2213,9.7,0.794,1.552,7,0
2214,7.9,0.654,0.787,8,0
2215,13.6,1.462,0.887,8,0
2216,4.4,1.525,1.141,12,0
2217,14.9,1.299,0.966,4,0
2218,19.7,1.145,2.087,13,0
2219,16.5,1.347,1.451,3,0
2220,50.8,0.072,0.021,1,1
2221,8.5,1.509,1.058,7,0
2222,7.8,2.762,0.484,8,0
2223,144.7,0.051,0.062,2,1
2224,2.8,2.211,1.908,3,0
2225,19.0,0.854,0.637,10,0
2226,4.6,1.385,1.399,7,0
2227,18.3,1.303,2.169,7,0
2228,53.1,0.047,0.057,2,1
2229,16.8,1.57,1.126,10,0
2230,141.2,0.063,0.019,2,1
2231,2.7,2.006,2.216,13,0
2232,15.0,0.853,2.248,6,0
2233,7.0,2.849,1.601,5,0
2234,14.9,1.365,2.4,12,0
2235,12.0,0.612,2.12,13,0
2236,172.9,0.061,0.014,2,1
2237,18.8,1.339,1.722,3,0
2238,182.4,0.01,0.043,1,1
2239,15.2,2.05,1.558,7,0
2240,139.0,0.03,0.024,2,1
2241,12.9,2.073,0.995,10,0
2242,7.4,0.517,0.664,8,0
2243,231.3,0.075,0.011,2,1
2244,11.8,0.926,1.411,10,0
2245,9.9,2.148,1.661,7,0
2246,9.0,2.289,1.04,5,0
2247,14.1,0.929,2.064,8,0
2248,153.9,0.077,0.028,1,1
2249,2.8,0.881,1.74,8,0
2250,8.1,1.117,0.984,5,0
2251,9.4,0.921,2.11,9,0
2252,3.7,2.185,1.711,9,0
2253,6.2,1.552,2.211,9,0
2254,2.9,1.844,0.736,10,0
2255,19.9,0.618,1.199,13,0
2256,15.3,2.653,0.637,9,0
2257,3.6,0.926,0.853,6,0
2258,2.4,1.4,1.229,7,0
2259,14.9,0.68,2.279,6,0
2260,9.9,0.842,1.57,4,0
2261,16.2,2.164,1.094,9,0
2262,18.6,2.231,1.968,5,0
2263,12.8,2.192,0.441,3,0
2264,5.4,1.88,1.177,3,0
2265,16.1,2.881,1.662,11,0
2266,19.2,1.768,1.625,13,0
2267,12.4,1.624,1.676,5,0
2268,14.3,1.119,0.844,9,0
2269,8.1,0.747,1.108,11,0
2270,8.9,1.87,2.356,9,0
2271,179.3,0.046,0.025,1,1
2272,18.7,1.81,1.055,10,0
2273,13.3,1.015,1.753,8,0
2274,16.2,2.595,0.907,13,0
2275,5.1,2.999,1.174,5,0
2276,5.8,1.306,2.064,3,0
2277,250.0,0.049,0.058,1,1
2278,5.2,2.682,2.184,10,0
2279,13.4,2.99,1.72,8,0
2280,7.2,1.357,1.721,4,0
2281,16.2,2.39,0.471,14,0
2282,16.5,1.072,1.974,12,0
2283,10.3,2.062,2.454,10,0
2284,5.3,2.262,1.393,6,0
2285,13.6,2.353,0.733,12,0
2286,19.9,1.018,2.452,11,0
2287,13.2,2.622,1.009,14,0
2288,2.6,1.552,1.259,11,0
2289,2.3,1.041,0.562,11,0
2290,7.8,1.856,0.633,6,0
2291,5.5,2.658,0.855,8,0
2292,16.6,2.918,1.552,6,0
2293,17.2,2.371,1.571,12,0
2294,93.6,0.01,0.07,1,1
2295,7.9,0.837,1.626,7,0
2296,6.3,0.691,1.44,9,0
2297,18.4,0.753,2.084,9,0
2298,11.0,1.458,2.361,12,0
2299,13.8,1.346,0.966,8,0
2300,9.5,0.784,0.673,14,0
2301,130.2,0.057,0.027,2,1
2302,8.9,2.039,0.455,6,0
2303,8.1,2.491,2.255,14,0
2304,13.4,1.429,0.903,7,0
2305,180.4,0.025,0.026,2,1
2306,7.3,1.294,0.642,11,0
2307,241.9,0.019,0.037,2,1
2308,8.6,2.026,0.482,8,0
2309,156.3,0.031,0.022,2,1
2310,13.3,2.595,2.406,8,0
2311,68.2,0.057,0.076,1,1
2312,2.7,1.674,0.942,9,0
2313,297.2,0.041,0.027,2,1
2314,5.5,2.863,1.702,5,0
2315,11.0,2.338,0.797,8,0
2316,9.7,2.1,2.087,13,0
2317,15.1,2.364,0.817,9,0
2318,6.4,0.69,0.411,3,0
2319,12.7,0.669,1.501,6,0
2320,17.9,0.883,0.642,9,0
2321,18.4,0.869,1.866,14,0
2322,227.0,0.034,0.017,1,1
2323,15.9,0.894,2.116,3,0
2324,230.7,0.061,0.049,1,1
2325,6.2,1.945,1.589,8,0
2326,5.6,1.421,0.792,8,0
2327,2.1,0.674,0.708,5,0
2328,14.7,1.978,1.726,8,0
2329,18.9,0.791,0.936,6,0
2330,5.4,2.358,1.21,11,0
2331,13.5,2.507,1.407,6,0
2332,15.4,1.86,0.882,8,0
2333,166.3,0.067,0.048,2,1
2334,186.8,0.071,0.054,2,1
2335,19.5,1.27,1.307,13,0
2336,8.2,1.057,2.327,3,0
2337,8.3,1.676,2.254,6,0
2338,11.8,2.807,0.749,11,0
2339,8.9,1.243,0.764,13,0
2340,2.0,2.764,1.403,12,0
2341,15.2,0.634,1.504,8,0
2342,298.5,0.041,0.078,2,1
2343,15.4,2.246,1.057,6,0
2344,8.2,0.976,1.306,9,0
2345,11.4,1.292,1.85,12,0
2346,8.5,0.841,0.577,9,0
2347,2.3,1.331,1.892,7,0
2348,198.8,0.06,0.033,2,1
2349,4.2,2.341,2.003,6,0
2350,104.7,0.072,0.035,2,1
2351,15.6,2.887,0.584,8,0
2352,2.2,2.311,1.43,6,0
2353,19.3,2.237,2.408,5,0
2354,11.3,2.236,2.12,4,0
2355,291.1,0.074,0.034,2,1
2356,184.4,0.044,0.054,1,1
2357,12.5,1.25,1.899,4,0
2358,8.3,2.353,2.107,14,0
2359,17.2,1.072,2.364,11,0
2360,55.2,0.035,0.052,2,1
2361,6.7,1.837,1.48,8,0
2362,17.4,1.25,1.7,11,0
2363,8.7,2.44,2.381,3,0
2364,2.3,1.281,1.719,8,0
2365,9.0,2.908,0.941,5,0
2366,13.8,2.957,1.736,8,0
2367,193.3,0.073,0.047,2,1
2368,9.8,0.784,1.591,14,0
2369,3.0,1.158,1.456,7,0
2370,67.6,0.028,0.036,2,1
2371,15.6,2.629,1.788,7,0
2372,181.9,0.066,0.04,2,1
2373,9.6,0.761,1.923,8,0
2374,3.6,0.686,1.256,3,0
2375,256.3,0.074,0.065,2,1
2376,4.8,2.712,2.439,9,0
2377,10.7,0.606,1.342,3,0
2378,11.5,1.031,2.434,9,0
2379,19.1,2.233,1.053,13,0
2380,3.3,2.565,1.834,14,0
2381,12.8,2.518,0.558,11,0
2382,184.7,0.062,0.053,1,1
2383,11.3,0.824,2.216,14,0
2384,17.7,1.493,2.277,12,0
2385,5.7,2.962,1.518,14,0
2386,2.7,2.972,1.114,7,0
2387,14.1,2.006,1.347,5,0
2388,143.4,0.058,0.06,1,1
2389,2.3,2.878,0.843,8,0
2390,6.5,1.625,1.019,10,0
2391,7.6,0.842,2.049,10,0
2392,13.1,2.172,2.364,12,0
2393,5.1,2.9,0.595,13,0
2394,9.4,2.243,2.088,8,0
2395,270.7,0.014,0.029,1,1
2396,10.3,1.557,0.885,5,0
2397,19.5,0.741,1.987,6,0
2398,2.8,0.922,1.929,9,0
2399,19.1,2.957,0.698,8,0
2400,12.5,1.733,1.455,5,0
2401,16.3,0.53,1.992,12,0
2402,9.7,2.888,0.802,9,0
2403,10.2,1.744,1.372,5,0
2404,17.8,2.591,0.654,12,0
2405,18.1,1.871,1.044,10,0
2406,281.9,0.024,0.074,2,1
2407,136.9,0.057,0.012,2,1
2408,10.9,2.994,0.697,3,0
2409,174.7,0.065,0.052,1,1
2410,7.8,2.604,0.978,7,0
2411,13.7,1.089,1.967,11,0
2412,14.7,1.485,1.869,12,0
2413,16.0,1.432,0.599,8,0
2414,12.2,2.747,2.402,3,0
2415,295.7,0.014,0.067,1,1
2416,19.4,1.618,1.694,4,0
2417,13.0,2.545,1.403,5,0
2418,15.1,0.622,0.774,3,0
2419,94.5,0.011,0.071,1,1
2420,14.1,0.554,0.417,4,0
2421,6.6,2.22,1.854,10,0
2422,6.4,1.814,1.466,5,0
2423,14.9,2.69,2.295,11,0
2424,124.5,0.032,0.032,2,1
2425,157.1,0.055,0.042,2,1
2426,6.8,2.513,1.959,6,0
2427,75.2,0.046,0.012,1,1
2428,10.0,2.839,0.514,14,0
2429,118.0,0.011,0.065,1,1
2430,7.2,0.919,0.707,11,0
2431,14.9,1.733,0.414,7,0
2432,16.5,0.626,1.708,3,0
2433,6.7,0.591,2.071,11,0
2434,7.4,1.74,2.41,11,0
2435,13.9,1.038,1.326,9,0
2436,14.5,0.523,0.987,3,0
2437,14.7,1.24,2.214,6,0
2438,14.3,1.693,2.173,3,0
2439,9.1,1.486,1.712,5,0
2440,186.2,0.021,0.019,2,1
2441,6.6,1.949,2.308,3,0
2442,4.8,2.276,0.775,10,0
2443,14.5,2.189,0.492,12,0
2444,107.1,0.063,0.04,1,1
2445,18.9,0.844,1.584,6,0
2446,16.9,1.749,0.918,14,0
2447,221.6,0.031,0.079,2,1
2448,136.9,0.018,0.074,1,1
2449,9.4,0.989,2.174,7,0
2450,17.2,0.733,0.992,10,0
2451,4.8,2.86,0.454,10,0
2452,72.4,0.014,0.033,2,1
2453,16.1,1.282,2.198,9,0
2454,3.3,1.238,0.836,10,0
2455,241.1,0.07,0.026,2,1
2456,14.1,0.944,0.938,3,0
2457,15.6,1.838,0.428,4,0
2458,6.4,2.284,2.287,12,0
2459,14.1,1.491,0.684,10,0
2460,2.8,0.6,2.01,3,0
2461,17.1,1.069,1.128,11,0
2462,5.1,2.755,0.983,11,0
2463,14.6,1.808,2.376,14,0
2464,191.9,0.043,0.028,2,1
